Papel,Segmento,Cotacao,FFO_Yield,Dividend_Yield,PVP,Valor_de_Mercado,Liquidez,Qtd_de_Imoveis,Preco_m2,Aluguel_m2,Cap_Rate,Vacancia_Media
GTWR11,Escritórios,"85,44","12,58%","12,27%","0,84",1.025.280.000,838.653,3,"6.161,41","801,81","13,01%","0,00%"
GURB11,Shoppings,"108,00","10,46%","0,00%","0,94",122.597.000,0,2,"21.746,70","2.369,56","10,90%","9,70%"
GWIR11,Shoppings,"175,99","2,80%","0,00%","0,74",67.231.200,0,0,"0,00","0,00","4,21%","0,00%"
GZIT11,Multicategoria,"45,43","11,71%","21,34%","0,50",992.247.000,939.785,4,"9.839,42","1.375,05","13,97%","3,42%"
HAAA11,Escritórios,"58,45","4,71%","2,20%","0,90",201.945.000,4.842,2,"16.679,00","1.163,02","6,97%","17,10%"
HABT11,Multicategoria,"76,37","14,84%","15,81%","0,80",620.642.000,1.369.970,0,"0,00","0,00","0,00%","0,00%"
HBCR11,Multicategoria,"135,10","5,62%","9,96%","1,15",216.160.000,839.148,3,"1.794,07","207,09","11,54%","0,00%"
HBRH11,Multicategoria,"90,80","4,63%","0,00%","0,81",256.345.000,0,5,"8.349,82","606,90","7,27%","2,83%"
HBTT11,Títulos e Val. Mob.,"1.055,00","6,53%","0,00%","1,19",190.126.000,0,0,"0,00","0,00","0,00%","0,00%"
HCHG11,Outros,"80,25","9,95%","9,77%","0,90",96.300.000,54.503,0,"0,00","0,00","0,00%","0,00%"
HCRI11,Hospital,"293,75","33,59%","16,97%","1,06",58.750.000,35.471,1,"0,00","2.185,59","0,00%","0,00%"
HCTR11,Multicategoria,"21,20","17,61%","17,08%","0,20",468.185.000,1.099.840,0,"0,00","0,00","0,00%","0,00%"
HDEL11,Logística,"100,05","28,61%","24,73%","1,12",84.042.000,6.928,1,"0,00","311,17","0,00%","0,00%"
HFOF11,Multicategoria,"6,82","10,24%","9,87%","0,86",1.539.850.000,2.480.910,0,"0,00","0,00","0,00%","0,00%"
HGAG11,Outros,"11,10","5,83%","14,60%","0,47",2.755.600,456,0,"0,00","0,00","0,00%","0,00%"
HGBL11,Logística,"9,23","9,64%","9,54%","0,99",242.396.000,336.572,1,"1.758,30","169,20","9,62%","0,00%"
HGBS11,Shoppings,"20,45","8,01%","9,07%","0,99",2.640.770.000,3.987.260,17,"4.472,30","416,55","9,31%","3,89%"
HGCR11,Outros,"95,62","12,29%","12,66%","0,97",1.474.280.000,3.928.910,0,"0,00","0,00","0,00%","0,00%"
HGFF11,Outros,"62,38","14,46%","9,94%","0,77",178.631.000,0,0,"0,00","0,00","0,00%","0,00%"
HGIC11,Multicategoria,"60,72","5,70%","15,11%","0,55",28.095.600,5.411,2,"1.361,86","0,00","0,00%","0,00%"
HGJH11,Escritórios,"191,29","9,55%","0,00%","0,55",335.342.000,0,2,"26.273,60","2.781,84","10,59%","3,42%"
HGLG11,Multicategoria,"157,91","6,51%","8,30%","0,95",6.696.120.000,14.191.900,28,"4.012,09","287,79","7,17%","2,91%"
HGPO11,Escritórios,"149,81","-0,74%","0,00%","0,99",262.625.000,167.735,0,"0,00","0,00","0,00%","0,00%"
HGRE11,Escritórios,"129,81","6,96%","9,56%","0,88",1.534.060.000,2.859.280,13,"8.389,56","782,46","9,33%","16,90%"
HGRU11,Outros,"128,89","7,78%","9,50%","1,00",2.995.150.000,6.217.950,100,"4.656,67","435,65","9,36%","0,81%"
HILG11,Logística,"186,81","-1,88%","32,01%","0,71",98.309.500,0,1,"32,33","57,05","176,47%","0,00%"
HIRE11,Outros,"100,36","0,00%","1,58%","1,00",275.017.000,6.412,4,"11.416,80","0,00","0,00%","0,00%"
HJCT11,Escritórios,"115,00","0,68%","2,75%","1,29",113.994.000,8.091,1,"14.677,90","38,29","0,26%","8,00%"
HLOG11,Logística,"9,26","8,71%","9,47%","0,77",393.550.000,52.443,3,"2.022,65","233,44","11,54%","1,31%"
HMOC11,Shoppings,"226,95","2,17%","0,00%","0,95",86.698.800,0,0,"0,00","0,00","3,27%","0,00%"
HOFC11,Escritórios,"31,98","-3,91%","0,00%","0,55",120.852.000,398.435,2,"1.951,60","498,00","25,52%","51,84%"
HOSI11,Residencial,"82,00","3,46%","6,69%","0,68",47.022.900,5.901,0,"0,00","0,00","0,00%","0,00%"
HPDP11,Shoppings,"92,82","7,34%","7,92%","0,96",305.192.000,746.624,1,"2.262,69","170,42","7,53%","0,66%"
HRDF11,Multicategoria,"3,61","0,58%","0,00%","0,41",5.477.900,9.358,0,"0,00","0,00","0,00%","0,00%"
HREC11,Multicategoria,"8,31","11,80%","12,09%","0,94",429.510.000,314.081,0,"0,00","0,00","0,00%","0,00%"
HRES11,Multicategoria,"145,45","25,65%","26,21%","1,15",68.105.800,0,0,"0,00","0,00","0,00%","0,00%"
HSAF11,Outros,"80,44","13,94%","13,99%","0,90",203.220.000,1.405.530,0,"0,00","0,00","0,00%","0,00%"
HSLG11,Logística,"93,85","9,52%","8,66%","0,85",1.188.150.000,817.831,6,"1.883,40","172,42","9,15%","0,00%"
HSML11,Shoppings,"93,95","6,72%","8,56%","0,90",2.003.950.000,4.594.240,14,"7.699,68","752,24","9,77%","86,59%"
HSRE11,Outros,"102,00","6,36%","10,50%","1,16",907.670.000,18.472,22,"7.740,32","656,82","8,49%","0,00%"
HTMX11,Hotel,"136,63","7,80%","11,07%","0,91",394.600.000,625.588,20,"7.175,74","609,20","8,49%","0,00%"
HUCG11,Hospital,"96,62","4,04%","5,86%","0,75",108.408.000,1.905,2,"3.781,69","217,66","5,76%","0,00%"
HUSC11,Hospital,"96,01","10,89%","9,78%","0,64",81.687.300,269,1,"1.082,65","134,45","12,42%","0,00%"
HUSI11,Hospital,"1.220,00","9,00%","8,78%","0,98",141.962.000,31,1,"6.918,05","656,20","9,49%","0,00%"
HYPI11,Multicategoria,"181,50","-3,02%","64,15%","61,08",237.094.000,0,0,"0,00","0,00","0,00%","0,00%"
IAAG11,Outros,"8,36","15,87%","12,82%","0,85",87.396.900,272.563,0,"0,00","0,00","0,00%","0,00%"
IAGR11,Multicategoria,"4,33","0,04%","0,42%","0,70",12.115.100,10.455,0,"0,00","0,00","0,00%","0,00%"
IBBP11,Logística,"8,20","8,67%","10,52%","0,82",435.238.000,40.849,22,"1.277,70","123,56","9,67%","0,22%"
IBCR11,Outros,"52,26","11,16%","17,31%","0,58",50.087.200,292.903,0,"0,00","0,00","0,00%","0,00%"
IBFF11,Títulos e Val. Mob.,"66,40","8,28%","0,00%","0,93",44.267.600,0,0,"0,00","0,00","0,00%","0,00%"
ICNE11,Residencial,"769,63","18,67%","9,51%","1,16",92.355.600,0,0,"0,00","0,00","0,00%","0,00%"
ICRI11,Outros,"95,50","13,16%","12,42%","0,94",368.378.000,1.342.300,0,"0,00","0,00","0,00%","0,00%"
IDFI11,Títulos e Val. Mob.,"2,00","16,41%","0,00%","0,46",4.115.850,0,2,"0,00","0,00","0,00%","0,00%"
IDGR11,Híbrido,"1,50","-15,05%","0,00%","0,00",1.325.040,0,0,"0,00","0,00","0,00%","0,00%"
IFID11,Outros,"80,06","7,66%","0,00%","1,25",59.897.000,0,0,"0,00","0,00","0,00%","0,00%"
IFIE11,Outros,"71,98","12,86%","0,00%","1,04",64.817.600,0,0,"0,00","0,00","0,00%","0,00%"
INLG11,Logística,"75,05","12,44%","11,57%","0,71",338.633.000,258.844,5,"2.838,99","375,13","13,21%","0,84%"
INRD11,Residencial,"76,02","10,38%","10,06%","0,64",85.909.100,34.732,5,"3.255,79","481,56","14,79%","1,62%"
IRDM11,Outros,"58,50","16,47%","12,91%","0,74",2.202.080.000,0,0,"0,00","0,00","0,00%","0,00%"
IRIM11,Multicategoria,"64,31","0,64%","14,85%","0,77",2.265.380.000,5.918.610,0,"0,00","0,00","0,00%","0,00%"
ISCJ11,Outros,"50,71","18,49%","21,72%","0,30",9.515.730,0,0,"0,00","0,00","0,00%","0,00%"
ITIP11,Outros,"65,76","2,57%","13,37%","0,94",49.198.400,59.055,0,"0,00","0,00","0,00%","0,00%"
ITIT11,Outros,"72,91","7,31%","10,04%","0,90",65.655.000,103.466,0,"0,00","0,00","0,00%","0,00%"
ITRI11,Outros,"88,34","11,32%","11,57%","0,91",552.125.000,1.811.470,0,"0,00","0,00","0,00%","0,00%"
JASC11,Varejo,"100,00","7,37%","8,03%","0,87",385.119.000,3.924,17,"4.293,60","388,73","9,05%","0,78%"
JBFO11,Títulos e Val. Mob.,"82,01","9,02%","0,00%","1,04",104.897.000,0,0,"0,00","0,00","0,00%","0,00%"
JCCJ11,Shoppings,"158,00","3,23%","5,49%","0,81",773.202.000,19.188,1,"2.968,84","0,00","0,00%","100,00%"
JCIN11,Shoppings,"148,90","6,38%","3,61%","0,82",196.208.000,0,0,"0,00","0,00","0,00%","0,00%"
JFLL11,Multicategoria,"60,00","8,74%","8,77%","0,64",90.035.900,72.260,1,"17.654,20","2.182,27","12,36%","27,87%"
JGPX11,Outros,"70,80","17,49%","5,97%","0,74",151.600.000,425.181,0,"0,00","0,00","0,00%","0,00%"
JPPA11,Multicategoria,"85,46","15,20%","14,97%","0,85",77.260.100,112.546,0,"0,00","0,00","0,00%","0,00%"
JPPC11,Multicategoria,"141,10","-2,52%","15,09%","2,31",7.760.500,0,0,"0,00","0,00","0,00%","0,00%"
JRDM11,Shoppings,"85,90","7,97%","0,00%","0,96",216.723.000,0,1,"7.394,68","671,49","9,08%","1,19%"
JSAF11,Multicategoria,"7,90","11,77%","12,88%","0,84",612.434.000,1.980.120,0,"0,00","0,00","0,00%","0,00%"
JSCR11,Multicategoria,"8,42","13,73%","13,38%","0,89",186.394.000,470.949,0,"0,00","0,00","0,00%","0,00%"
JSRE11,Multicategoria,"67,28","9,30%","8,49%","0,65",1.397.230.000,3.082.950,6,"9.935,01","1.156,08","11,64%","1,78%"
KCRE11,Multicategoria,"8,78","15,57%","13,05%","0,93",316.080.000,543.278,0,"0,00","0,00","0,00%","0,00%"
KDOL11,Multicategoria,"92,35","-0,74%","2,95%","0,94",61.965.200,110.245,0,"0,00","0,00","0,00%","0,00%"
KEVE11,Residencial,"639,98","21,83%","36,79%","1,59",94.525.700,3.837,1,"0,00","0,00","0,00%","0,00%"
KFEN11,Multicategoria,"1.100,00","6,09%","10,65%","1,16",196.516.000,0,0,"0,00","0,00","0,00%","0,00%"
KFOF11,Multicategoria,"82,69","11,86%","11,19%","0,88",580.034.000,1.349.410,0,"0,00","0,00","0,00%","0,00%"
KINP11,Residencial,"9,82","0,00%","0,00%","0,00",0,0,1,"0,00","0,00","0,00%","0,00%"
KISU11,Outros,"7,16","12,10%","11,69%","0,85",316.444.000,644.188,0,"0,00","0,00","0,00%","0,00%"
KIVO11,Outros,"66,07","16,81%","17,03%","0,77",146.856.000,362.816,0,"0,00","0,00","0,00%","0,00%"
KNCA11,Títulos e Val. Mob.,"95,90","11,54%","4,21%","0,93",2.071.430.000,3.754.080,0,"0,00","0,00","0,00%","0,00%"
KNCR11,Multicategoria,"104,67","10,35%","13,75%","1,02",10.624.900.000,20.759.400,0,"0,00","0,00","0,00%","0,00%"
KNHF11,Multicategoria,"97,88","12,70%","11,97%","0,97",1.924.640.000,4.419.260,8,"22.341,40","1.641,06","7,35%","0,62%"
KNHY11,Multicategoria,"98,35","13,13%","11,31%","0,99",3.065.870.000,4.070.870,0,"0,00","0,00","0,00%","0,00%"
KNIP11,Multicategoria,"91,55","12,09%","10,47%","0,98",7.331.160.000,9.309.440,0,"0,00","0,00","0,00%","0,00%"
KNRE11,Residencial,"0,33","1,80%","1,72%","0,52",6.120.560,2.152,0,"0,00","0,00","0,00%","0,00%"
KNRI11,Multicategoria,"166,01","7,13%","7,31%","1,01",4.682.150.000,6.727.720,19,"5.565,71","416,77","7,49%","0,09%"
KNSC11,Multicategoria,"8,71","14,92%","12,82%","0,99",1.761.180.000,6.347.340,0,"0,00","0,00","0,00%","0,00%"
KNUQ11,Multicategoria,"104,32","11,31%","14,67%","1,03",2.241.290.000,5.160.230,0,"0,00","0,00","0,00%","0,00%"
KOPA11,Títulos e Val. Mob.,"588,90","20,12%","10,03%","0,60",208.869.000,300.830,0,"0,00","0,00","0,00%","0,00%"
KORE11,Outros,"74,46","20,54%","18,08%","0,70",716.678.000,3.775.090,4,"11.713,20","1.929,62","16,47%","0,69%"
LAFI11,Outros,"118,06","9,21%","9,96%","1,03",91.058.100,805,3,"9,04","0,88","9,76%","0,00%"
LASC11,Shoppings,"114,99","11,75%","14,74%","0,87",338.105.000,6.706.310,2,"13.717,00","1.125,06","8,20%","2,36%"
LATR11B,Residencial,"9,51","-16,36%","0,00%","0,90",1.180.230,0,0,"0,00","0,00","0,00%","0,00%"
LFTT11,Residencial,"2,10","-155,80%","0,00%","0,05",1.396.500,0,51,"3,99","0,00","0,00%","98,46%"
LGCP11,Logística,"82,95","11,25%","5,21%","0,82",374.279.000,0,5,"3.097,83","375,13","12,11%","0,84%"
LIFE11,Residencial,"8,76","13,44%","16,19%","0,88",348.311.000,1.038.950,0,"0,00","0,00","0,00%","0,00%"
LKDV11,Multicategoria,"1.081,93","1,22%","0,00%","0,98",72.284.800,0,1,"18.854,70","401,01","2,13%","100,02%"
LLAO11,Multicategoria,"57,20","-7,84%","0,00%","1,11",20.657.200,0,9,"8.224,27","0,00","0,00%","0,00%"
LMAI11,Multicategoria,"37,00","7,33%","14,48%","0,34",195.362.000,84.546,2,"2.080,79","472,69","22,72%","13,30%"
LOFT11B,Residencial,"29,90","-0,89%","0,00%","309,52",58.678.800,0,2,"0,00","0,96","0,00%","99,94%"
LPLP11,Residencial,"304,39","19,47%","59,78%","0,97",226.005.000,1.189,0,"0,00","0,00","0,00%","0,00%"
LRDI11,Multicategoria,"198,00","53,99%","16,25%","48,49",28.780.500,2.031,0,"0,00","0,00","0,00%","0,00%"
LSAG11,Títulos e Val. Mob.,"83,00","14,81%","2,18%","0,84",83.774.700,142.947,0,"0,00","0,00","0,00%","0,00%"
LSOI11,Residencial,"12,02","-0,92%","0,00%","0,91",64.490.700,100.000,0,"0,00","0,00","0,00%","0,00%"
LSOP11,Multicategoria,"10,35","-0,06%","1,10%","1,05",65.155.700,59.250,0,"0,00","0,00","0,00%","0,00%"
LSPA11,Outros,"24,01","175,20%","0,00%","1,15",9.712.040,0,0,"0,00","0,00","0,00%","0,00%"
LTMT11,Multicategoria,"98,36","-1,47%","0,00%","1,05",15.393.400,0,0,"0,00","0,00","0,00%","0,00%"
LUGG11,Residencial,"72,82","11,94%","4,76%","0,62",82.338.000,0,5,"3.133,26","529,29","16,89%","3,31%"
LVBI11,Logística,"110,52","8,18%","8,08%","0,92",1.781.420.000,4.153.600,9,"3.143,61","292,67","9,31%","11,34%"
MALL11,Shoppings,"100,03","14,22%","8,91%","0,83",1.398.630.000,1.520.130,11,"4.650,86","755,88","16,25%","3,64%"
MANA11,Outros,"9,13","11,03%","27,91%","0,97",342.705.000,1.397.210,0,"0,00","0,00","0,00%","0,00%"
MATV11,Títulos e Val. Mob.,"86,63","11,42%","0,00%","0,92",36.901.600,0,0,"0,00","0,00","0,00%","0,00%"
MAXR11,Multicategoria,"63,31","5,32%","6,47%","0,68",71.265.200,202.947,7,"1.096,39","96,88","8,84%","11,52%"
MBRF11,Outros,"679,00","4,63%","0,00%","0,98",69.029.900,0,2,"3.833,27","140,42","3,66%","81,98%"
MCCI11,Multicategoria,"95,81","11,21%","11,86%","1,00",1.624.940.000,5.765.470,0,"0,00","0,00","0,00%","0,00%"
MCEM11,Outros,"62,95","-0,64%","9,64%","1,81",208.685.000,54.066,0,"0,00","0,00","0,00%","0,00%"
MCHF11,Títulos e Val. Mob.,"9,05","11,76%","0,00%","0,87",292.806.000,0,3,"0,00","0,00","0,00%","0,00%"
MCHY11,Multicategoria,"8,58","11,16%","9,79%","0,86",957.519.000,0,1,"1.583,25","53,06","3,35%","35,85%"
MCLO11,Logística,"10,01","9,24%","10,85%","0,73",1.247.680.000,1.178.360,4,"1.962,95","179,68","9,15%","0,00%"
MCRE11,Multicategoria,"9,63","10,27%","13,52%","0,93",1.074.700.000,3.942.200,1,"234,69","115,31","49,13%","11,63%"
MFAI11,Híbrido,"69,98","0,00%","0,00%","0,00",0,0,0,"0,00","0,00","0,00%","0,00%"
MFCR11,Híbrido,"24,60","0,00%","0,00%","0,00",0,0,0,"0,00","0,00","0,00%","0,00%"
MFII11,Multicategoria,"74,23","4,72%","17,15%","0,76",504.764.000,1.859.300,3,"8.156,37","0,00","0,00%","0,00%"
MGCR11,Títulos e Val. Mob.,"9,40","11,11%","0,00%","0,96",126.115.000,0,0,"0,00","0,00","0,00%","0,00%"
MGFF11,Títulos e Val. Mob.,"69,99","0,00%","0,00%","0,00",0,0,0,"0,00","0,00","0,00%","0,00%"
MGHT11,Hotel,"14,84","-10,76%","0,00%","0,64",19.496.600,9.164,1,"0,00","0,00","0,00%","0,00%"
MGIM11,Híbrido,"101,50","-2,38%","0,00%","1,03",25.101.000,0,0,"0,00","0,00","0,00%","0,00%"
MGLG11,Logística,"40,99","5,82%","0,00%","0,91",103.703.000,0,6,"3.132,38","75,43","2,41%","8,72%"
MINT11,Outros,"96,50","13,23%","0,00%","0,99",50.180.000,0,3,"0,00","532,36","0,00%","0,00%"
MMPD11,Multicategoria,"110,61","12,48%","14,85%","0,99",58.678.300,0,0,"0,00","0,00","0,00%","0,00%"
MORC11,Títulos e Val. Mob.,"89,87","12,37%","0,00%","0,92",171.455.000,0,0,"0,00","0,00","0,00%","0,00%"
MORE11,Títulos e Val. Mob.,"76,21","6,04%","0,00%","0,88",176.740.000,0,0,"0,00","0,00","0,00%","0,00%"
MXRF11,Logística,"9,69","10,58%","13,24%","1,02",4.460.010.000,17.970.100,0,"0,00","0,00","0,00%","0,00%"
NAUI11,Multicategoria,"1.100,00","0,21%","0,00%","1,99",56.908.500,0,0,"0,00","0,00","0,00%","0,00%"
NAVT11,Outros,"78,88","12,18%","12,05%","0,87",48.296.800,60.168,0,"0,00","0,00","0,00%","0,00%"
NCHB11B,Multicategoria,"7,97","15,42%","14,84%","0,82",121.793.000,7.729,0,"0,00","0,00","0,00%","0,00%"
NCRA11,Outros,"7,70","21,21%","15,44%","0,73",34.341.600,63.185,0,"0,00","0,00","0,00%","0,00%"
NCRI11,Outros,"9,12","13,87%","13,46%","0,91",36.024.000,18.682,0,"0,00","0,00","0,00%","0,00%"
NEWL11,Multicategoria,"117,41","12,40%","9,81%","0,90",329.945.000,3.473.130,3,"3.517,26","353,45","10,05%","0,00%"
NEWU11,Multicategoria,"100,00","3,54%","2,54%","1,22",74.200.000,10.805,2,"5.297,57","972,24","18,35%","45,36%"
NEXG11,Outros,"131,00","3,57%","3,05%","1,31",91.503.500,331.124,0,"0,00","0,00","0,00%","0,00%"
NPAR11,Outros,"12,82","213,32%","0,00%","0,70",1.533.140,0,0,"0,00","0,00","0,00%","0,00%"
NSLU11,Hospital,"191,00","13,83%","13,05%","1,10",247.018.000,148.813,2,"10.042,70","1.124,92","11,20%","0,00%"
NVHO11,Hospital,"11,99","9,13%","9,57%","0,72",497.519.000,12.543,4,"16.274,50","1.535,72","9,44%","0,00%"
OBAL11,Residencial,"1.095,00","-43,17%","16,06%","0,78",154.701.000,0,5,"41.905,00","0,00","0,00%","0,00%"
OCRE11,Multicategoria,"78,00","9,71%","8,72%","0,49",32.992.900,21.650,0,"0,00","0,00","0,00%","0,00%"
OGHY11,Títulos e Val. Mob.,"8,72","7,32%","0,00%","0,92",23.678.100,0,0,"0,00","0,00","0,00%","0,00%"
OIAG11,Outros,"9,12","9,31%","7,52%","0,93",82.381.000,169.333,0,"0,00","0,00","0,00%","0,00%"
ONDA11,Outros,"9,23","1,69%","9,19%","0,77",77.147.600,10.024,0,"0,00","0,00","0,00%","0,00%"
ONDV11,Outros,"9,77","8,14%","5,97%","0,82",9.863.960,5.007,0,"0,00","0,00","0,00%","0,00%"
ONEF11,Lajes Corporativas,"200,03","6,08%","0,00%","1,09",182.227.000,0,0,"0,00","0,00","0,00%","0,00%"
ORPD11,Multicategoria,"93,00","0,00%","0,00%","0,66",26.970.000,0,0,"0,00","0,00","0,00%","0,00%"
OUCY11,Híbrido,"88,50","0,00%","0,00%","0,00",0,0,8,"0,00","161,02","0,00%","0,00%"
OUFF11,Títulos e Val. Mob.,"61,10","0,00%","0,00%","0,00",0,0,0,"0,00","0,00","0,00%","0,00%"
OUJP11,Multicategoria,"83,92","15,80%","15,14%","0,83",272.940.000,566.979,0,"0,00","0,00","0,00%","0,00%"
OULG11,Logística,"24,04","16,85%","0,68%","0,85",59.650.100,0,0,"0,00","0,00","0,00%","0,00%"
OURE11,Híbrido,"78,20","0,00%","0,00%","0,00",0,0,8,"0,00","161,02","0,00%","0,00%"
OXRL11,Multicategoria,"126,42","-0,52%","2,90%","0,98",24.385.400,36.365,1,"38.831,60","753,86","1,94%","0,00%"
PATA11,Outros,"9,45","12,68%","19,94%","0,93",16.084.000,22.028,0,"0,00","0,00","0,00%","0,00%"
PATC11,Outros,"38,90","2,64%","2,36%","1,13",135.272.000,44.303,4,"17.416,00","868,22","4,99%","34,68%"
PATL11,Logística,"67,00","10,60%","10,48%","0,75",334.433.000,1.030.170,4,"2.138,08","275,72","12,90%","2,71%"
PCIP11,Outros,"87,62","10,49%","13,12%","0,94",1.490.570.000,4.710.470,0,"0,00","0,00","0,00%","0,00%"
PDBM11,Outros,"115,00","8,14%","12,15%","1,01",39.100.000,0,1,"4.415,31","425,41","9,63%","100,00%"
PDDA11B,Logística,"106,50","3,80%","0,00%","3,76",264.257.000,0,0,"0,00","0,00","0,00%","0,00%"
PEMA11,Multicategoria,"38,00","23,05%","23,84%","0,66",20.976.000,620,0,"0,00","0,00","0,00%","0,00%"
PLAG11,Outros,"62,90","9,17%","9,25%","0,94",342.971.000,6.180.420,12,"1.475,70","236,88","16,05%","0,00%"
PLCA11,Títulos e Val. Mob.,"79,00","19,37%","2,47%","0,83",44.004.500,95.902,0,"0,00","0,00","0,00%","0,00%"
PLCR11,Outros,"79,10","12,76%","6,76%","0,95",166.835.000,0,0,"0,00","0,00","0,00%","0,00%"
PLOG11,Logística,"66,71","14,54%","0,00%","0,62",50.032.500,0,1,"696,98","130,27","18,69%","0,00%"
PLRI11,Multicategoria,"6,48","1,80%","3,80%","0,45",6.183.890,2.213,0,"0,00","0,00","0,00%","0,00%"
PMFO11,Outros,"91,37","11,48%","10,99%","0,99",89.168.600,23.089,0,"0,00","0,00","0,00%","0,00%"
PMIS11,Outros,"8,11","14,57%","13,87%","0,86",120.054.000,209.336,0,"0,00","0,00","0,00%","0,00%"
PMLL11,Shoppings,"106,48","12,85%","9,84%","0,90",1.488.810.000,6.806.450,11,"3.811,15","537,95","14,12%","3,66%"
PMRL11,Multicategoria,"102,44","0,56%","0,56%","1,19",40.378.100,216.898,1,"795.963,00","0,00","0,00%","0,00%"
PNCR11,Residencial,"46,76","-0,41%","10,96%","1,01",23.380.000,0,0,"0,00","0,00","0,00%","0,00%"
PNDL11,Multicategoria,"1.200,00","-0,14%","0,00%","1,19",173.198.000,0,0,"0,00","0,00","0,00%","0,00%"
PNPR11,Multicategoria,"48,00","-4,83%","0,00%","1,32",43.095.200,0,0,"0,00","0,00","0,00%","0,00%"
PNRC11,Multicategoria,"61,00","3,15%","8,09%","5,96",25.016.100,0,2,"21.502,70","0,00","0,00%","0,00%"
PORD11,Multicategoria,"8,40","13,85%","13,62%","0,88",313.183.000,919.687,0,"0,00","0,00","0,00%","0,00%"
PQAG11,Logística,"56,05","10,21%","10,08%","1,01",784.245.000,5.156,1,"12.137,50","1.240,41","10,22%","0,00%"
PQDP11,Shoppings,"2.324,99","0,06%","9,93%","91,24",45.205.000.000,825.989,1,"661.097,00","233,66","0,04%","0,66%"
